OID_,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Length,shape_wkt
2605,Centre Street,6221700.000000000000000,2,3,1,2011,BL,0.001677253654449,"MULTILINESTRING M ((-71.124348705999978 42.306012223000039 NAN, -71.124409237999942 42.305871191000051 NAN, -71.12455166899997 42.30559762300004 NAN, -71.124634284999956 42.305375636000065 NAN, -71.12467320899998 42.305202455000028 NAN, -71.124701456999958 42.305008985000029 NAN, -71.124740887999963 42.304751403000068 NAN, -71.124781008999946 42.304408857000055 NAN))"
2606,Harvard Avenue,5871600.000000000000000,3,2,,2010,BL,0.000402389325543,"MULTILINESTRING M ((-71.129783610999937 42.348911420000036 NAN, -71.12989682999995 42.349065934000066 NAN, -71.130033189999949 42.349226736000048 NAN))"
2607,North Harvard Street,4451700.000000000000000,5,2,,2012,BLSL,0.000570059254289,"MULTILINESTRING M ((-71.126759166999989 42.358432296000046 NAN, -71.126875792999954 42.358660558000054 NAN, -71.127051414999983 42.35892052500003 NAN))"
2608,Cambridge Street,6264900.000000000000000,3,2,1,2022,BL,0.000815379405789,"MULTILINESTRING M ((-71.123932476999983 42.358826527000076 NAN, -71.124707636999972 42.358573603000025 NAN))"
2609,Cambridge Street,5609600.000000000000000,3,2,1,2022,SBL,0.002767870858494,"MULTILINESTRING M ((-71.125783765999984 42.358069574000069 NAN, -71.124890973999982 42.358362072000034 NAN, -71.124868101999937 42.358370483000044 NAN, -71.124640270999976 42.358454282000025 NAN, -71.12386450799994 42.358731548000037 NAN, -71.123756229999969 42.358770245000073 NAN, -71.123322959999939 42.358941009000034 NAN, -71.123180738999963 42.359006909000072 NAN))"
2610,North Harvard Street,5753500.000000000000000,5,2,,2012,BL,0.001118185279768,"MULTILINESTRING M ((-71.129768686999967 42.361081056000046 NAN, -71.130101619999948 42.361396036000031 NAN, -71.130277279999973 42.361619985000061 NAN, -71.130362265999963 42.361780059000068 NAN, -71.130417894999937 42.361965921000035 NAN))"
2611,North Harvard Street,5738800.000000000000000,5,2,,2009,BL,0.000561933051813,"MULTILINESTRING M ((-71.12498478699996 42.367013007000025 NAN, -71.124592723999967 42.367415568000069 NAN))"
2612,Centre Street,4897300.000000000000000,5,2,,2023,SBL,0.001307292661461,"MULTILINESTRING M ((-71.154872979999936 42.286170294000044 NAN, -71.154623500999946 42.286269700000048 NAN, -71.154400941999938 42.286365816000057 NAN, -71.154181914999981 42.28650751400005 NAN, -71.154028232999963 42.286618464000071 NAN, -71.153753516999984 42.28682864700005 NAN))"
2613,Winship Street,5265700.000000000000000,5,2,,2024,SBLSL,0.000223431554916,"MULTILINESTRING M ((-71.152005920999954 42.346809736000068 NAN, -71.151885380999943 42.34699786300007 NAN))"
2614,Centre Street,5373200.000000000000000,3,2,,2023,BL,0.000251717360784,"MULTILINESTRING M ((-71.148687009999946 42.287161002000062 NAN, -71.148556669999948 42.287160603000075 NAN, -71.148435493999955 42.287167581000062 NAN))"
2615,North Beacon Street,4464100.000000000000000,3,2,,2024,BL,0.001257695253759,"MULTILINESTRING M ((-71.147536447999983 42.355758162000029 NAN, -71.146316945999956 42.355450571000063 NAN))"
2616,Washington Street,5281200.000000000000000,3,2,,2016,BFBL,0.000431122784734,"MULTILINESTRING M ((-71.138649288999943 42.276909196000076 NAN, -71.138317927999935 42.277184998000052 NAN))"
2617,Cummins Highway,4995800.000000000000000,3,2,,2020,SBL,0.001028874950527,"MULTILINESTRING M ((-71.111263072999975 42.275590855000075 NAN, -71.110823735999986 42.275356414000044 NAN, -71.110374469999954 42.275073546000044 NAN))"
2618,Windom Street,4445000.000000000000000,0,2,,2022,CFBS,0.001436251302731,"MULTILINESTRING M ((-71.123708490999945 42.359749154000042 NAN, -71.123825604999979 42.35992565600003 NAN, -71.124038651999967 42.360205438000037 NAN, -71.124467067999944 42.360758263000037 NAN, -71.124578757999984 42.36089086100003 NAN))"
2619,Cummins Highway,5540200.000000000000000,3,2,,2012,BL,0.001317724896437,"MULTILINESTRING M ((-71.123542290999978 42.282546718000049 NAN, -71.123468232999983 42.282495199000039 NAN, -71.122966057999975 42.282171695000045 NAN, -71.122433658999967 42.281834583000034 NAN))"
2620,Centre Street,5199200.000000000000000,5,2,,2011,SLM,0.000414247811092,"MULTILINESTRING M ((-71.119540521999966 42.308882237000034 NAN, -71.119130275999964 42.308824796000067 NAN))"
2621,Perkins Street,6228900.000000000000000,5,3,1,2008,BL,0.000137509884458,"MULTILINESTRING M ((-71.123835285999974 42.319383321000032 NAN, -71.12395622799994 42.319317884000043 NAN))"
2622,Washington Street,5705500.000000000000000,3,2,,2009,BL,0.002091090143164,"MULTILINESTRING M ((-71.11721037999996 42.296735845000057 NAN, -71.116829036999945 42.29709807200004 NAN, -71.116631096999981 42.297304478000058 NAN, -71.116367287999935 42.297562436000078 NAN, -71.116138648999936 42.297832325000059 NAN, -71.115955158999952 42.298124870000038 NAN, -71.115835181999955 42.298298612000053 NAN))"
2623,Arborway,5241700.000000000000000,0,3,1,2018,SBL,0.000126880941774,"MULTILINESTRING M ((-71.111710610999978 42.301215419000073 NAN, -71.111584888999971 42.30123252900006 NAN))"
2624,Centre Street,6211200.000000000000000,5,2,1,2011,SLM,0.000808708556183,"MULTILINESTRING M ((-71.116379526999935 42.309179701000062 NAN, -71.11624913199995 42.309211338000068 NAN, -71.116019526999935 42.309258401000079 NAN, -71.115811532999942 42.309273460000043 NAN, -71.115582201999985 42.30930589500008 NAN))"
2625,Centre Street,4717000.000000000000000,5,2,,2010,SLM,0.000720123868725,"MULTILINESTRING M ((-71.114397380999947 42.311629190000076 NAN, -71.114232631999982 42.312166006000041 NAN, -71.114181305999978 42.31231606700004 NAN))"
2626,Western Avenue,5151900.000000000000000,5,2,,2021,SBL,0.000546800209416,"MULTILINESTRING M ((-71.119996430999947 42.364009370000076 NAN, -71.119604336999942 42.364044087000025 NAN, -71.119451925999954 42.36405933900005 NAN))"
2627,Cambridge Street,6283800.000000000000000,3,1,1,2018,WALK,0.000358075579007,"MULTILINESTRING M ((-71.117441031999988 42.360993381000071 NAN, -71.11779833099996 42.360969811000075 NAN))"
2628,American Legion Highway,6232300.000000000000000,5,2,1,2020,SBL,0.000716989614326,"MULTILINESTRING M ((-71.11623842299997 42.280681920000063 NAN, -71.116352046999964 42.280374510000058 NAN, -71.11648648299996 42.28000920900007 NAN))"
2629,Centre Street,5134800.000000000000000,5,2,,2010,BL,0.000681925257091,"MULTILINESTRING M ((-71.114116681999974 42.314647059000038 NAN, -71.114092895999988 42.31522147700008 NAN, -71.114092242999959 42.31532849000007 NAN))"
2630,Centre Street,4701000.000000000000000,5,2,,2010,BL,0.000467504821062,"MULTILINESTRING M ((-71.114095292999934 42.313678043000039 NAN, -71.11410981399996 42.314094478000072 NAN, -71.114113864999979 42.314145133000068 NAN))"
2631,Centre Street,5135100.000000000000000,5,2,,2010,SLM,0.000280459005379,"MULTILINESTRING M ((-71.11324261599998 42.317260999000041 NAN, -71.113085072999979 42.317493028000058 NAN))"
2632,South Huntington Avenue,5127500.000000000000000,5,2,,2023,SBL,0.000990337677221,"MULTILINESTRING M ((-71.112139167999942 42.322144927000068 NAN, -71.112170136999964 42.322659329000032 NAN, -71.112202682999964 42.323133217000077 NAN))"
2633,Centre Street,4665600.000000000000000,5,2,,2010,SLM,0.000417173867621,"MULTILINESTRING M ((-71.112387608999938 42.318473121000068 NAN, -71.112146123999935 42.31881329600003 NAN))"
2634,South Huntington Avenue,4652100.000000000000000,5,2,,2023,SBL,0.000396976727398,"MULTILINESTRING M ((-71.11185987999994 42.320610671000054 NAN, -71.111928315999933 42.320949074000055 NAN, -71.111955537999961 42.320993054000041 NAN))"
2635,South Huntington Avenue,5127400.000000000000000,5,2,,2023,SBL,0.001085587578841,"MULTILINESTRING M ((-71.111669639999946 42.319548804000078 NAN, -71.111653869999941 42.319646657000078 NAN, -71.111668302999988 42.319766557000037 NAN, -71.111697491999962 42.319920835000062 NAN, -71.11185987999994 42.320610671000054 NAN))"
2636,Walk Hill Street,5133200.000000000000000,5,2,,2015,BL,0.000129625324385,"MULTILINESTRING M ((-71.106652205999978 42.287671853000063 NAN, -71.106755731999954 42.287749860000076 NAN))"
2637,Beacon Street,5871100.000000000000000,3,2,1,2018,BFBL,0.000676179503226,"MULTILINESTRING M ((-71.10664873099995 42.346073331000071 NAN, -71.105999908999934 42.34626372200006 NAN))"
2638,Commonwealth Avenue,5589200.000000000000000,3,2,1,2018,SBL,0.000863643502866,"MULTILINESTRING M ((-71.110953042999938 42.35045862000004 NAN, -71.110096916999964 42.350344917000029 NAN))"
2639,Beacon Street,6292400.000000000000000,3,2,1,2018,SBL,0.000071740184153,"MULTILINESTRING M ((-71.106751831999986 42.346278188000042 NAN, -71.106821579999973 42.34626139900007 NAN))"
2640,Park Drive,5655400.000000000000000,2,2,,2015,BL,0.000416641420420,"MULTILINESTRING M ((-71.10572579799998 42.347913057000028 NAN, -71.105533002999948 42.347543706000067 NAN))"
2641,Beacon Street,6292300.000000000000000,3,2,1,2018,SBL,0.001665290788544,"MULTILINESTRING M ((-71.105137479999939 42.346686919000035 NAN, -71.106751831999986 42.346278188000042 NAN))"
2642,Park Drive,5862700.000000000000000,2,2,,2015,BL,0.000507144348986,"MULTILINESTRING M ((-71.105348768999988 42.347147953000047 NAN, -71.105137479999939 42.346686919000035 NAN))"
2643,Mountfort Street,5655600.000000000000000,0,2,,2017,BL,0.001240187850175,"MULTILINESTRING M ((-71.104782863999958 42.348182448000045 NAN, -71.106001507999963 42.348412606000068 NAN))"
2644,Arborway,5763500.000000000000000,0,3,1,2018,SBL,0.000200130879142,"MULTILINESTRING M ((-71.107384739999986 42.300613930000054 NAN, -71.107209614999988 42.30051706100005 NAN))"
2645,James Shea Circle,5489200.000000000000000,2,1,1,2018,SBL,0.000381085972387,"MULTILINESTRING M ((-71.106177748999983 42.300599110000064 NAN, -71.106255600999987 42.30072597800006 NAN, -71.106352498999968 42.300806775000069 NAN, -71.106444259999932 42.300859983000066 NAN))"
2646,Rossmore Street,4766800.000000000000000,0,2,,2017,SLMTC,0.002409058423221,"MULTILINESTRING M ((-71.104335357999958 42.302771504000077 NAN, -71.104653465999945 42.302993732000061 NAN, -71.105147192999937 42.303376932000049 NAN, -71.105699600999969 42.303772147000075 NAN, -71.106278373999942 42.30419502400008 NAN))"
2647,Rossmore Street,4759700.000000000000000,0,2,,2017,SLMTC,0.000772386119815,"MULTILINESTRING M ((-71.106278373999942 42.30419502400008 NAN, -71.106899561999967 42.304654051000057 NAN))"
2648,Centre Street,4653700.000000000000000,5,2,,2010,SLM,0.000561605924136,"MULTILINESTRING M ((-71.111058619999937 42.320334499000069 NAN, -71.110940201999938 42.320480957000029 NAN, -71.110693948999938 42.320761466000079 NAN))"
2649,Centre Street,5315400.000000000000000,5,2,,2010,SLM,0.000686012056801,"MULTILINESTRING M ((-71.110532449999937 42.321007375000079 NAN, -71.110176715999955 42.321428184000069 NAN, -71.110091700999988 42.321533038000041 NAN))"
2650,Longwood Avenue,5745101.000000000000000,5,2,,2015,BLSL,0.000612041350113,"MULTILINESTRING M ((-71.100898524999934 42.336158409000063 NAN, -71.100325737999981 42.335942748000036 NAN))"
2651,Hereford Street,5122000.000000000000000,0,2,,2013,SLM,0.000573761564947,"MULTILINESTRING M ((-71.087003053999979 42.351536467000074 NAN, -71.08724635699997 42.35205608800004 NAN))"
2652,Centre Street,5726300.000000000000000,5,2,,2010,BLSL,0.001606618331010,"MULTILINESTRING M ((-71.108452758999988 42.322398019000047 NAN, -71.107985741999983 42.322449880000079 NAN, -71.107844687999943 42.322453340000038 NAN, -71.106852400999969 42.322534912000037 NAN))"
2653,Huntington Avenue,6235600.000000000000000,3,2,1,2013,SLM,0.000820170995599,"MULTILINESTRING M ((-71.104911094999977 42.33419888700007 NAN, -71.105315490999942 42.333994586000074 NAN, -71.10561710199994 42.33378532100005 NAN))"
2654,Longwood Avenue,4551300.000000000000000,5,2,,2015,BLSL,0.000874262345336,"MULTILINESTRING M ((-71.10904071799996 42.339962495000066 NAN, -71.108993888999976 42.339930262000053 NAN, -71.108284408999964 42.339524305000054 NAN))"
2655,River Street,5730100.000000000000000,5,2,,2013,SLM,0.000606268436266,"MULTILINESTRING M ((-71.100869889999956 42.264159759000052 NAN, -71.100437620999969 42.264404550000052 NAN, -71.10034707899996 42.264466132000052 NAN))"
2656,Blue Hill Avenue,6233300.000000000000000,2,2,1,2010,SLM,0.001046148801004,"MULTILINESTRING M ((-71.093843925999977 42.268688257000065 NAN, -71.093871186999934 42.268158299000049 NAN, -71.093881496999984 42.267642912000042 NAN))"
2657,Blue Hill Avenue,6257500.000000000000000,2,2,1,2010,BL,0.000122412181171,"MULTILINESTRING M ((-71.09370088999998 42.273271433000048 NAN, -71.093696350999949 42.273149105000073 NAN))"
2658,Blue Hill Avenue,5158400.000000000000000,2,2,1,2010,BL,0.001328222011412,"MULTILINESTRING M ((-71.093375428999934 42.277204051000069 NAN, -71.093363502999978 42.277464486000042 NAN, -71.093367885999953 42.277604581000048 NAN, -71.093361582999933 42.277870724000024 NAN, -71.093351214999984 42.278054958000041 NAN, -71.093322216999979 42.278276659000028 NAN, -71.093260904999966 42.278522136000049 NAN))"
2659,American Legion Highway,5707600.000000000000000,5,2,1,2020,SBL,0.001737194226773,"MULTILINESTRING M ((-71.094351866999943 42.293226522000055 NAN, -71.094273944999941 42.293310269000074 NAN, -71.093226905999984 42.294550107000077 NAN))"
2660,Ruggles Street,4572100.000000000000000,5,2,,2010,SLM,0.000847110090645,"MULTILINESTRING M ((-71.092025109999952 42.336333713000045 NAN, -71.09123588999995 42.336025935000066 NAN))"
2661,Centre Street,4638000.000000000000000,5,2,,2010,BLSL,0.000857029447978,"MULTILINESTRING M ((-71.104867621999972 42.322729546000062 NAN, -71.104016254999976 42.322827901000039 NAN))"
2662,Centre Street,5147500.000000000000000,5,2,,2010,BLSL,0.000745807256869,"MULTILINESTRING M ((-71.103606350999939 42.322878073000027 NAN, -71.103506511999967 42.322890290000032 NAN, -71.103218987999981 42.322913494000034 NAN, -71.102862518999984 42.322928018000027 NAN))"
2663,Huntington Avenue,6241600.000000000000000,3,2,1,2013,SLM,0.001193673121675,"MULTILINESTRING M ((-71.098134029999983 42.33679131100007 NAN, -71.099241040999971 42.336375554000028 NAN, -71.099251589999938 42.336371899000028 NAN))"
2664,Granby Street,5428300.000000000000000,0,2,,2023,SBLBL,0.000401041978506,"MULTILINESTRING M ((-71.10342688999998 42.350636368000039 NAN, -71.10351720999995 42.350245629000028 NAN))"
2665,Bay State Road,5653800.000000000000000,6,2,,2019,CFBL,0.002088867675644,"MULTILINESTRING M ((-71.097695005999981 42.35013028700007 NAN, -71.097959485999979 42.350148778000062 NAN, -71.099475970999947 42.350253663000046 NAN, -71.099778517999937 42.350279336000028 NAN))"
2666,Beacon Street,5742800.000000000000000,3,2,1,2020,SBL,0.004961588723109,"MULTILINESTRING M ((-71.101764708999951 42.347505291000061 NAN, -71.099500014999933 42.348130197000046 NAN, -71.096969152999975 42.348777220000045 NAN))"
2667,River Street,5045800.000000000000000,5,2,,2013,SLM,0.000791078200397,"MULTILINESTRING M ((-71.098328238999954 42.265597973000069 NAN, -71.098008409999977 42.26579829800005 NAN, -71.09786236399998 42.265921580000054 NAN, -71.097712271999967 42.266085925000027 NAN))"
2668,River Street,5839900.000000000000000,5,2,,2013,SLM,0.000800728881141,"MULTILINESTRING M ((-71.097712271999967 42.266085925000027 NAN, -71.097489210999981 42.266317536000031 NAN, -71.097336315999939 42.266445855000029 NAN, -71.097192384999971 42.266528054000048 NAN, -71.097086100999945 42.266568767000081 NAN))"
2669,River Street,5868900.000000000000000,5,2,,2013,SLM,0.000211059618102,"MULTILINESTRING M ((-71.095074973999942 42.267036602000076 NAN, -71.094887150999966 42.267132876000062 NAN))"
2670,Jewish War Veterans Drive,4756300.000000000000000,5,2,,2009,BL,0.001473699587149,"MULTILINESTRING M ((-71.095289701999945 42.304934478000064 NAN, -71.095128617999933 42.305022815000029 NAN, -71.094986758999937 42.305098843000053 NAN, -71.09477970599994 42.305175198000029 NAN, -71.094452598999965 42.305237065000028 NAN, -71.09421109699997 42.305246907000026 NAN, -71.09387748499995 42.305237515000044 NAN))"
2671,Seaver Street,5149000.000000000000000,3,2,1,2016,BFBL,0.000371908428532,"MULTILINESTRING M ((-71.094732644999965 42.313178684000036 NAN, -71.094919843999946 42.313307074000079 NAN, -71.095038141999964 42.313390770000069 NAN))"
2672,Walnut Avenue,4696800.000000000000000,6,2,,2011,SLM,0.000483155369364,"MULTILINESTRING M ((-71.094088448999969 42.314150422000068 NAN, -71.093938143999935 42.314328261000071 NAN, -71.093859170999963 42.314465281000025 NAN, -71.09382186199997 42.314549549000049 NAN))"
2673,Walnut Avenue,5206200.000000000000000,6,2,,2011,SLM,0.000676615587483,"MULTILINESTRING M ((-71.093559735999975 42.315523196000072 NAN, -71.093472677999955 42.315798039000072 NAN, -71.09333331199997 42.316160482000043 NAN))"
2674,Marcella Street,5716000.000000000000000,6,2,,2011,SLM,0.000885273328808,"MULTILINESTRING M ((-71.093910391999941 42.321254261000036 NAN, -71.093318799999963 42.320927499000049 NAN, -71.093146315999945 42.320808700000043 NAN))"
2675,Valentine Street,4645000.000000000000000,0,2,,2011,SLM,0.000855052675880,"MULTILINESTRING M ((-71.091941433999978 42.321700251000038 NAN, -71.092112059999977 42.321814518000053 NAN, -71.092629491999958 42.32220742100003 NAN))"
2676,Commonwealth Avenue,5126900.000000000000000,3,2,1,2009,BL,0.000726246212525,"MULTILINESTRING M ((-71.098064361999946 42.34889492700006 NAN, -71.09734313499996 42.348809691000042 NAN))"
2677,Commonwealth Avenue,6224800.000000000000000,3,2,1,2009,BL,0.000888818817271,"MULTILINESTRING M ((-71.097134941999968 42.348992377000059 NAN, -71.097384907999981 42.349009589000048 NAN, -71.097687933999964 42.349042722000036 NAN, -71.098019587999943 42.349077080000029 NAN))"
2678,Commonwealth Avenue,5127000.000000000000000,3,2,1,2009,BL,0.000375389001109,"MULTILINESTRING M ((-71.09734313499996 42.348809691000042 NAN, -71.096969152999975 42.348777220000045 NAN))"
2679,Commonwealth Avenue,5145700.000000000000000,3,2,1,2009,BL,0.001994242763192,"MULTILINESTRING M ((-71.096969152999975 42.348777220000045 NAN, -71.096836001999975 42.34876969700008 NAN, -71.096538535999969 42.348773107000056 NAN, -71.09573420299995 42.348784349000027 NAN, -71.094975452999961 42.348803126000064 NAN))"
